Position,Classification_Code,Starting step,Coalition,Current monthly pay,2024 monthly pay,2025 monthly pay,2024 monthly difference (2024-current),2025 monthly difference (2025 - current),Total increase over the contract,Annual pay at current monthly pay,Annual pay at monthly pay at end of contract
Mental Health Therapy Technician,,6,Non-strikeable,3959,4418,4921,459,962,11265,47508,59052
Microbiologist 1,,6,Non-strikeable,5754,6423,7169,669,1415,15692,69048,86028
Motor Carrier Enforcement Officer 1,,6,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Natural Resource Specialist 1,,6,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Nutrition Consultant,,6,Non-strikeable,7484,8355,9328,871,1844,19959,89808,111936
Occupational Safety Specialist 3,,6,Non-strikeable,7484,8355,9328,871,1844,19959,89808,111936
Office Coordinator,,6,Non-strikeable,3959,4418,4921,459,962,11265,47508,59052
Office Specialist 1,,6,Non-strikeable,3604,4026,4493,422,889,10389,43248,53916
Office Specialist 2,,6,Non-strikeable,3959,4418,4921,459,962,11265,47508,59052
Operations & Policy Analyst 1,,6,Non-strikeable,5754,6423,7169,669,1415,15692,69048,86028
Park Ranger 2,,6,Non-strikeable,4994,5571,6232,577,1238,13817,59928,74784
Park Ranger Assistant,,6,Non-strikeable,3477,3838,4289,361,812,10076,41724,51468
Park Specialist,,6,Non-strikeable,4337,4843,5408,506,1071,12197,52044,64896
Parking Services Representative,,6,Non-strikeable,3780,4216,4707,436,927,10823,45360,56484
Parts Specialist 2,,6,Non-strikeable,4994,5571,6232,577,1238,13817,59928,74784
Payroll Analyst,,6,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Pharmacist Resident,,6,Non-strikeable,5754,6423,7169,669,1415,15692,69048,86028
Pharmacy Clerk & Technician 2,,6,Non-strikeable,4148,4619,5160,471,1012,11731,49776,61920
Pharmacy Clerk & Technician 3,,6,Non-strikeable,4337,4843,5408,506,1071,12197,52044,64896
Physical/Electronic Security Technician,,6,Non-strikeable,4994,5571,6232,577,1238,13817,59928,74784
Print Services Technician,,6,Non-strikeable,4148,4619,5160,471,1012,11731,49776,61920
Printing Production Coordinator,,6,Non-strikeable,5754,6423,7169,669,1415,15692,69048,86028
Procurement & Contract Specialist 1,,6,Non-strikeable,5754,6423,7169,669,1415,15692,69048,86028
Procurement & Contract Specialist 3,,6,Non-strikeable,7484,8355,9328,871,1844,19959,89808,111936
Procurement And Contract Assistant,,6,Non-strikeable,4766,5319,5936,553,1170,13255,57192,71232
Program Analyst 1,,6,Non-strikeable,5754,6423,7169,669,1415,15692,69048,86028
Program Analyst 3,,6,Non-strikeable,7484,8355,9328,871,1844,19959,89808,111936
Psychiatric Social Worker,,6,Non-strikeable,7484,8355,9328,871,1844,19959,89808,111936
Public Affairs Specialist 2,,6,Non-strikeable,7484,8355,9328,871,1844,19959,89808,111936
Public Health Toxicologist 1,,6,Non-strikeable,7484,8355,9328,871,1844,19959,89808,111936
Public Service Representative 2,,6,Non-strikeable,3604,4026,4493,422,889,10389,43248,53916
Public Service Representative 3,,6,Non-strikeable,3959,4418,4921,459,962,11265,47508,59052
Public Service Representative 4,,6,Non-strikeable,4994,5571,6232,577,1238,13817,59928,74784
Rehabilitation Instructor For The Blind,,6,Non-strikeable,5754,6423,7169,669,1415,15692,69048,86028
Rehabilitation Instructor For The Blind (Entry),,6,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Research Analyst 1,,6,Non-strikeable,4766,5319,5936,553,1170,13255,57192,71232
Research Analyst 2,,6,Non-strikeable,5754,6423,7169,669,1415,15692,69048,86028
Retirement Counselor 1,,6,Non-strikeable,4994,5571,6232,577,1238,13817,59928,74784
Revenue Agent 1,,6,Non-strikeable,4337,4843,5408,506,1071,12197,52044,64896
Revenue Agent 2,,6,Non-strikeable,4766,5319,5936,553,1170,13255,57192,71232
Revenue Agent 3,,6,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Safety Specialist 1,,6,Non-strikeable,5754,6423,7169,669,1415,15692,69048,86028
Scientific Instrument Technician,,6,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Seamster,,6,Non-strikeable,3959,4418,4921,459,962,11265,47508,59052
Shipping Point Inspector 1,,6,Non-strikeable,3959,4418,4921,459,962,11265,47508,59052
Shipping Point Inspector 2,,6,Non-strikeable,4337,4843,5408,506,1071,12197,52044,64896
Sign Technician 1,,6,Non-strikeable,4766,5319,5936,553,1170,13255,57192,71232
Social Service Assistant,,6,Non-strikeable,4337,4843,5408,506,1071,12197,52044,64896
State Library Specialist 1,,6,Non-strikeable,3477,3838,4289,361,812,10076,41724,51468
Supply Specialist 1,,6,Non-strikeable,3780,4216,4707,436,927,10823,45360,56484
Supply Specialist 2,,6,Non-strikeable,4994,5571,6232,577,1238,13817,59928,74784
Tax Auditor/Entry,,6,Non-strikeable,4994,5571,6232,577,1238,13817,59928,74784
Teaching Assistant,,6,Non-strikeable,3959,4418,4921,459,962,11265,47508,59052
Training & Development Specialist 1,,6,Non-strikeable,5754,6423,7169,669,1415,15692,69048,86028
Transportation Maintenance Coordinator 1,,6,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Transportation Maintenance Specialist 1,,6,Non-strikeable,4337,4843,5408,506,1071,12197,52044,64896
Transportation Maintenance Specialist 2,,6,Non-strikeable,4766,5319,5936,553,1170,13255,57192,71232
Transportation Services Office Leader,,6,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Transportation Services Representative 1,,6,Non-strikeable,4337,4843,5408,506,1071,12197,52044,64896
Transportation Services Representative 2,,6,Non-strikeable,4766,5319,5936,553,1170,13255,57192,71232
Transportation Telecommunications Specialist 1,,6,Non-strikeable,4994,5571,6232,577,1238,13817,59928,74784
Transporting Mental Health Aide,,6,Non-strikeable,4337,4843,5408,506,1071,12197,52044,64896
Truck Driver 1,,6,Non-strikeable,4337,4843,5408,506,1071,12197,52044,64896
Truck Driver 2,,6,Non-strikeable,4994,5571,6232,577,1238,13817,59928,74784
Veterans Service Officer,,6,Non-strikeable,5754,6423,7169,669,1415,15692,69048,86028
Veterans Trust Officer,,6,Non-strikeable,5754,6423,7169,669,1415,15692,69048,86028
Vocational Rehabilitation Counselor Entry,,6,Non-strikeable,4994,5571,6232,577,1238,13817,59928,74784
Water Resource Data Technician 1,,6,Non-strikeable,4766,5319,5936,553,1170,13255,57192,71232
Water Resource Data Technician 2,,6,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Wildland Fire Dispatcher,,6,Non-strikeable,3959,4418,4921,459,962,11265,47508,59052
Wildland Fire Dispatcher Entry,,6,Non-strikeable,3334,3703,4090,369,756,9723,40008,49080
Wildland Fire Suppression Specialist,,6,Non-strikeable,4337,4843,5408,506,1071,12197,52044,64896
Wildland Fire Suppression Specialist Entry,,6,Non-strikeable,3604,4026,4493,422,889,10389,43248,53916
Word Processing Technician 2,,6,Non-strikeable,3780,4216,4707,436,927,10823,45360,56484
Word Processing Technician 3,,6,Non-strikeable,4148,4619,5160,471,1012,11731,49776,61920
Youth Corrections Unit Coordinator,,6,Non-strikeable,5754,6423,7169,669,1415,15692,69048,86028
Accountant 1,,7,Non-strikeable,6031,6423,6844,392,813,16375,72372,82128
Accounting Technician,,7,Non-strikeable,4994,5571,6232,577,1238,13817,59928,74784
Activities Coordinator,,7,Non-strikeable,4994,5571,6232,577,1238,13817,59928,74784
Administrative Specialist 1,,7,Non-strikeable,4547,5076,5667,529,1120,12715,54564,68004
Administrative Specialist 2,,7,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Apprenticeship Representative,,7,Non-strikeable,6031,6729,7518,698,1487,16375,72372,90216
Automotive Fleet Attendant,,7,Non-strikeable,3959,4418,4921,459,962,11265,47508,59052
Automotive Technician 1,,7,Non-strikeable,4994,5571,6232,577,1238,13817,59928,74784
Automotive Technician 2,,7,Non-strikeable,6031,6729,7518,698,1487,16375,72372,90216
Behavioral Health Specialist 3,,7,Non-strikeable,7845,8754,9775,909,1930,20849,94140,117300
Biological Science Assistant,,7,Non-strikeable,3604,4026,4493,422,889,10389,43248,53916
Business & Employment Specialist 2,,7,Non-strikeable,5492,6128,6844,636,1352,15046,65904,82128
Certified Occupation Therapist Assistant,,7,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Chemist 3,,7,Non-strikeable,7845,8754,9775,909,1930,20849,94140,117300
Child Support Case Manager,,7,Non-strikeable,5492,6128,6844,636,1352,15046,65904,82128
Child Support Case Manager Entry,,7,Non-strikeable,4994,5571,6232,577,1238,13817,59928,74784
Child Support Specialist,,7,Non-strikeable,6031,6729,7518,698,1487,16375,72372,90216
Civil Rights Investigator 1,,7,Non-strikeable,5492,6128,6844,636,1352,15046,65904,82128
Compliance Specialist 1,,7,Non-strikeable,5492,6128,6844,636,1352,15046,65904,82128
Compliance Specialist 3,,7,Non-strikeable,7845,8754,9775,909,1930,20849,94140,117300
Cook,,7,Non-strikeable,4547,5076,5667,529,1120,12715,54564,68004
Custodial Services Coordinator,,7,Non-strikeable,3780,4216,4707,436,927,10823,45360,56484
Data Entry Control Technician,,7,Non-strikeable,3604,4026,4493,422,889,10389,43248,53916
Data Entry Operator,,7,Non-strikeable,3604,4026,4493,422,889,10389,43248,53916
Dental Assistant 2,,7,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Dental Hygienist,,7,Non-strikeable,7845,8754,9775,909,1930,20849,94140,117300
Disability Analyst 1,,7,Non-strikeable,6031,6729,7518,698,1487,16375,72372,90216
District Veterinarian,,7,Non-strikeable,7845,8754,9775,909,1930,20849,94140,117300
Dormitory Counselor 1,,7,Non-strikeable,4337,4843,5408,506,1071,12197,52044,64896
Dormitory Counselor 2,,7,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Economist 1,,7,Non-strikeable,6031,6729,7518,698,1487,16375,72372,90216
Electronic Publishing Design Specialist 1,,7,Non-strikeable,4547,5076,5667,529,1120,12715,54564,68004
Employment Adjudicator,,7,Non-strikeable,6031,6729,7518,698,1487,16375,72372,90216
Employment Appeals Board Legal Staff,,7,Non-strikeable,7845,8754,9775,909,1930,20849,94140,117300
Engineering Technician 2,,7,Non-strikeable,4994,5571,6232,577,1238,13817,59928,74784
Engineering Technician 3,,7,Non-strikeable,5492,6128,6844,636,1352,15046,65904,82128
Equipment Operator,,7,Non-strikeable,5492,6128,6844,636,1352,15046,65904,82128
Executive Support Specialist 1,,7,Non-strikeable,4547,5076,5667,529,1120,12715,54564,68004
Executive Support Specialist 2,,7,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Facility Energy Technician 4,,7,Non-strikeable,7845,8754,9775,909,1930,20849,94140,117300
Fiscal Analyst 1,,7,Non-strikeable,6031,6729,7518,698,1487,16375,72372,90216
Fiscal Auditor 1,,7,Non-strikeable,6031,6729,7518,698,1487,16375,72372,90216
Fish and Wildlife Technical Coordinator,,7,Non-strikeable,5492,6128,6844,636,1352,15046,65904,82128
Fish and Wildlife Technician,,7,Non-strikeable,4547,5076,5667,529,1120,12715,54564,68004
Fish and Wildlife Technician Entry,,7,Non-strikeable,3780,4216,4707,436,927,10823,45360,56484
Fish and Wildlife Technician Senior,,7,Non-strikeable,4994,5571,6232,577,1238,13817,59928,74784
Food Service Worker,,7,Non-strikeable,3780,4216,4707,436,927,10823,45360,56484
Forest Crew Coordinator,,7,Non-strikeable,4994,5571,6232,577,1238,13817,59928,74784
Forest Lookout,,7,Non-strikeable,3477,3838,4289,361,812,10076,41724,51468
Forest Management Technician,,7,Non-strikeable,4337,4843,5408,506,1071,12197,52044,64896
Forest Officer,,7,Non-strikeable,6031,6729,7518,698,1487,16375,72372,90216
Governmental Auditor 3,,7,Non-strikeable,7845,8754,9775,909,1930,20849,94140,117300
Grounds Maintenance Worker 1,,7,Non-strikeable,3959,4418,4921,459,962,11265,47508,59052
Grounds Maintenance Worker 2,,7,Non-strikeable,4547,5076,5667,529,1120,12715,54564,68004
Group Life Coordinator 1,,7,Non-strikeable,4148,4619,5160,471,1012,11731,49776,61920
Group Life Coordinator 2,,7,Non-strikeable,4994,5571,6232,577,1238,13817,59928,74784
Human Services Assistant 2,,7,Non-strikeable,4337,4843,5408,506,1071,12197,52044,64896
Human Services Case Manager,,7,Non-strikeable,5492,6128,6844,636,1352,15046,65904,82128
Human Services Specialist 1,,7,Non-strikeable,4148,4619,5160,471,1012,11731,49776,61920
Human Services Specialist 2,,7,Non-strikeable,4547,5076,5667,529,1120,12715,54564,68004
Human Services Specialist 3,,7,Non-strikeable,4994,5571,6232,577,1238,13817,59928,74784
Incident Response Operations Specialist,,7,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Industrial Hygienist 3,,7,Non-strikeable,7845,8754,9775,909,1930,20849,94140,117300
Information Systems Specialist 2,,7,Non-strikeable,5492,6128,6844,636,1352,15046,65904,82128
Information Systems Specialist 6,,7,Non-strikeable,7845,8754,9775,909,1930,20849,94140,117300
Information Systems Specialist 7,,7,Non-strikeable,7845,8754,9775,909,1930,20849,94140,117300
Investigator 1,,7,Non-strikeable,4994,5571,6232,577,1238,13817,59928,74784
Investigator 2,,7,Non-strikeable,6031,6729,7518,698,1487,16375,72372,90216
Laboratory Technician 2,,7,Non-strikeable,4547,5076,5667,529,1120,12715,54564,68004
Laborer/Student Worker,,7,Non-strikeable,3604,4026,4493,422,889,10389,43248,53916
Licensed Practical Nurse,,7,Non-strikeable,5242,5831,6486,589,1244,14429,62904,77832
Livestock Brand Inspector,,7,Non-strikeable,4148,4619,5160,471,1012,11731,49776,61920
Loan Specialist 1,,7,Non-strikeable,6031,6729,7518,698,1487,16375,72372,90216
Mail Delivery Driver,,7,Non-strikeable,4148,4619,5160,471,1012,11731,49776,61920
Mail Equipment Operator 1,,7,Non-strikeable,3604,4026,4493,422,889,10389,43248,53916
Mail Equipment Operator 2,,7,Non-strikeable,4148,4619,5160,471,1012,11731,49776,61920
Mail Services Assistant,,7,Non-strikeable,3780,4216,4707,436,927,10823,45360,56484
Manual Arts Instructor,,7,Non-strikeable,4547,5076,5667,529,1120,12715,54564,68004
Medical Laboratory Technician 2,,7,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Mental Health Security Technician,,7,Non-strikeable,4547,5076,5667,529,1120,12715,54564,68004
Mental Health Therapist 1,,7,Non-strikeable,4547,5076,5667,529,1120,12715,54564,68004
Mental Health Therapist 2,,7,Non-strikeable,4994,5571,6232,577,1238,13817,59928,74784
Mental Health Therapy Coordinator,,7,Non-strikeable,4994,5571,6232,577,1238,13817,59928,74784
Mental Health Therapy Technician,,7,Non-strikeable,4148,4619,5160,471,1012,11731,49776,61920
Microbiologist 1,,7,Non-strikeable,6031,6729,7518,698,1487,16375,72372,90216
Motor Carrier Enforcement Officer 1,,7,Non-strikeable,5492,6128,6844,636,1352,15046,65904,82128
Natural Resource Specialist 1,,7,Non-strikeable,5492,6128,6844,636,1352,15046,65904,82128
Nutrition Consultant,,7,Non-strikeable,7845,8754,9775,909,1930,20849,94140,117300
Occupational Safety Specialist 3,,7,Non-strikeable,7845,8754,9775,909,1930,20849,94140,117300
Office Coordinator,,7,Non-strikeable,4148,4619,5160,471,1012,11731,49776,61920
Office Specialist 1,,7,Non-strikeable,3780,4216,4707,436,927,10823,45360,56484
Office Specialist 2,,7,Non-strikeable,4148,4619,5160,471,1012,11731,49776,61920
Operations & Policy Analyst 1,,7,Non-strikeable,6031,6729,7518,698,1487,16375,72372,90216
Park Ranger 2,,7,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Park Ranger Assistant,,7,Non-strikeable,3604,4026,4493,422,889,10389,43248,53916
Park Specialist,,7,Non-strikeable,4547,5076,5667,529,1120,12715,54564,68004
Parking Services Representative,,7,Non-strikeable,3959,4418,4921,459,962,11265,47508,59052
Parts Specialist 2,,7,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Payroll Analyst,,7,Non-strikeable,5492,6128,6844,636,1352,15046,65904,82128
Pharmacist Resident,,7,Non-strikeable,6031,6729,7518,698,1487,16375,72372,90216
Pharmacy Clerk & Technician 2,,7,Non-strikeable,4337,4843,5408,506,1071,12197,52044,64896
Pharmacy Clerk & Technician 3,,7,Non-strikeable,4547,5076,5667,529,1120,12715,54564,68004
Physical/Electronic Security Technician,,7,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Print Services Technician,,7,Non-strikeable,4337,4843,5408,506,1071,12197,52044,64896
Printing Production Coordinator,,7,Non-strikeable,6031,6729,7518,698,1487,16375,72372,90216
Procurement & Contract Specialist 1,,7,Non-strikeable,6031,6729,7518,698,1487,16375,72372,90216
Procurement & Contract Specialist 3,,7,Non-strikeable,7845,8754,9775,909,1930,20849,94140,117300
Procurement And Contract Assistant,,7,Non-strikeable,4994,5571,6232,577,1238,13817,59928,74784
Program Analyst 1,,7,Non-strikeable,6031,6729,7518,698,1487,16375,72372,90216
Program Analyst 3,,7,Non-strikeable,7845,8754,9775,909,1930,20849,94140,117300
Psychiatric Social Worker,,7,Non-strikeable,7845,8754,9775,909,1930,20849,94140,117300
Public Affairs Specialist 2,,7,Non-strikeable,7845,8754,9775,909,1930,20849,94140,117300
Public Health Toxicologist 1,,7,Non-strikeable,7845,8754,9775,909,1930,20849,94140,117300
Public Service Representative 2,,7,Non-strikeable,3780,4216,4707,436,927,10823,45360,56484
Public Service Representative 3,,7,Non-strikeable,4148,4619,5160,471,1012,11731,49776,61920
Public Service Representative 4,,7,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Rehabilitation Instructor For The Blind,,7,Non-strikeable,6031,6729,7518,698,1487,16375,72372,90216
Rehabilitation Instructor For The Blind (Entry),,7,Non-strikeable,5492,6128,6844,636,1352,15046,65904,82128
Research Analyst 1,,7,Non-strikeable,4994,5571,6232,577,1238,13817,59928,74784
Research Analyst 2,,7,Non-strikeable,6031,6729,7518,698,1487,16375,72372,90216
Retirement Counselor 1,,7,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Revenue Agent 1,,7,Non-strikeable,4547,5076,5667,529,1120,12715,54564,68004
Revenue Agent 2,,7,Non-strikeable,4994,5571,6232,577,1238,13817,59928,74784
Revenue Agent 3,,7,Non-strikeable,5492,6128,6844,636,1352,15046,65904,82128
Safety Specialist 1,,7,Non-strikeable,6031,6729,7518,698,1487,16375,72372,90216
Scientific Instrument Technician,,7,Non-strikeable,5492,6128,6844,636,1352,15046,65904,82128
Seamster,,7,Non-strikeable,4148,4619,5160,471,1012,11731,49776,61920
Shipping Point Inspector 1,,7,Non-strikeable,4148,4619,5160,471,1012,11731,49776,61920
Shipping Point Inspector 2,,7,Non-strikeable,4547,5076,5667,529,1120,12715,54564,68004
Sign Technician 1,,7,Non-strikeable,4994,5571,6232,577,1238,13817,59928,74784
Social Service Assistant,,7,Non-strikeable,4547,5076,5667,529,1120,12715,54564,68004
State Library Specialist 1,,7,Non-strikeable,3604,4026,4493,422,889,10389,43248,53916
Supply Specialist 1,,7,Non-strikeable,3959,4418,4921,459,962,11265,47508,59052
Supply Specialist 2,,7,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Tax Auditor/Entry,,7,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Teaching Assistant,,7,Non-strikeable,4148,4619,5160,471,1012,11731,49776,61920
Training & Development Specialist 1,,7,Non-strikeable,6031,6729,7518,698,1487,16375,72372,90216
Transportation Maintenance Coordinator 1,,7,Non-strikeable,5492,6128,6844,636,1352,15046,65904,82128
Transportation Maintenance Specialist 1,,7,Non-strikeable,4547,5076,5667,529,1120,12715,54564,68004
Transportation Maintenance Specialist 2,,7,Non-strikeable,4994,5571,6232,577,1238,13817,59928,74784
Transportation Services Office Leader,,7,Non-strikeable,5492,6128,6844,636,1352,15046,65904,82128
Transportation Services Representative 1,,7,Non-strikeable,4547,5076,5667,529,1120,12715,54564,68004
Transportation Services Representative 2,,7,Non-strikeable,4994,5571,6232,577,1238,13817,59928,74784
Transportation Telecommunications Specialist 1,,7,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Transporting Mental Health Aide,,7,Non-strikeable,4547,5076,5667,529,1120,12715,54564,68004
Truck Driver 1,,7,Non-strikeable,4547,5076,5667,529,1120,12715,54564,68004
Truck Driver 2,,7,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Veterans Service Officer,,7,Non-strikeable,6031,6729,7518,698,1487,16375,72372,90216
Veterans Trust Officer,,7,Non-strikeable,6031,6729,7518,698,1487,16375,72372,90216
Vocational Rehabilitation Counselor Entry,,7,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Water Resource Data Technician 1,,7,Non-strikeable,4994,5571,6232,577,1238,13817,59928,74784
Water Resource Data Technician 2,,7,Non-strikeable,5492,6128,6844,636,1352,15046,65904,82128
Wildland Fire Dispatcher,,7,Non-strikeable,4148,4619,5160,471,1012,11731,49776,61920
Wildland Fire Dispatcher Entry,,7,Non-strikeable,3477,3838,4289,361,812,10076,41724,51468
Wildland Fire Suppression Specialist,,7,Non-strikeable,4547,5076,5667,529,1120,12715,54564,68004
Wildland Fire Suppression Specialist Entry,,7,Non-strikeable,3780,4216,4707,436,927,10823,45360,56484
Word Processing Technician 2,,7,Non-strikeable,3959,4418,4921,459,962,11265,47508,59052
Word Processing Technician 3,,7,Non-strikeable,4337,4843,5408,506,1071,12197,52044,64896
Youth Corrections Unit Coordinator,,7,Non-strikeable,6031,6729,7518,698,1487,16375,72372,90216
Accountant 1,,8,Non-strikeable,6318,6729,7169,411,851,17083,75816,86028
Accounting Technician,,8,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Activities Coordinator,,8,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Administrative Specialist 1,,8,Non-strikeable,4766,5319,5936,553,1170,13255,57192,71232
Administrative Specialist 2,,8,Non-strikeable,5492,6128,6844,636,1352,15046,65904,82128
Apprenticeship Representative,,8,Non-strikeable,6318,7056,7876,738,1558,17083,75816,94512
Automotive Fleet Attendant,,8,Non-strikeable,4148,4619,5160,471,1012,11731,49776,61920
Automotive Technician 1,,8,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Automotive Technician 2,,8,Non-strikeable,6318,7056,7876,738,1558,17083,75816,94512
Behavioral Health Specialist 3,,8,Non-strikeable,8220,9174,10243,954,2023,21774,98640,122916
Biological Science Assistant,,8,Non-strikeable,3780,4216,4707,436,927,10823,45360,56484
Business & Employment Specialist 2,,8,Non-strikeable,5754,6423,7169,669,1415,15692,69048,86028
Certified Occupation Therapist Assistant,,8,Non-strikeable,5492,6128,6844,636,1352,15046,65904,82128
Chemist 3,,8,Non-strikeable,8220,9174,10243,954,2023,21774,98640,122916
Child Support Case Manager,,8,Non-strikeable,5754,6423,7169,669,1415,15692,69048,86028
Child Support Case Manager Entry,,8,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Child Support Specialist,,8,Non-strikeable,6318,7056,7876,738,1558,17083,75816,94512
Civil Rights Investigator 1,,8,Non-strikeable,5754,6423,7169,669,1415,15692,69048,86028
Compliance Specialist 1,,8,Non-strikeable,5754,6423,7169,669,1415,15692,69048,86028
Compliance Specialist 3,,8,Non-strikeable,8220,9174,10243,954,2023,21774,98640,122916
Cook,,8,Non-strikeable,4766,5319,5936,553,1170,13255,57192,71232
Custodial Services Coordinator,,8,Non-strikeable,3959,4418,4921,459,962,11265,47508,59052
Data Entry Control Technician,,8,Non-strikeable,3780,4216,4707,436,927,10823,45360,56484
Data Entry Operator,,8,Non-strikeable,3780,4216,4707,436,927,10823,45360,56484
Dental Assistant 2,,8,Non-strikeable,5492,6128,6844,636,1352,15046,65904,82128
Dental Hygienist,,8,Non-strikeable,8220,9174,10243,954,2023,21774,98640,122916
Disability Analyst 1,,8,Non-strikeable,6318,7056,7876,738,1558,17083,75816,94512
District Veterinarian,,8,Non-strikeable,8220,9174,10243,954,2023,21774,98640,122916
Dormitory Counselor 1,,8,Non-strikeable,4547,5076,5667,529,1120,12715,54564,68004
Dormitory Counselor 2,,8,Non-strikeable,5492,6128,6844,636,1352,15046,65904,82128
Economist 1,,8,Non-strikeable,6318,7056,7876,738,1558,17083,75816,94512
Electronic Publishing Design Specialist 1,,8,Non-strikeable,4766,5319,5936,553,1170,13255,57192,71232
Employment Adjudicator,,8,Non-strikeable,6318,7056,7876,738,1558,17083,75816,94512
Employment Appeals Board Legal Staff,,8,Non-strikeable,8220,9174,10243,954,2023,21774,98640,122916
Engineering Technician 2,,8,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Engineering Technician 3,,8,Non-strikeable,5754,6423,7169,669,1415,15692,69048,86028
Equipment Operator,,8,Non-strikeable,5754,6423,7169,669,1415,15692,69048,86028
Executive Support Specialist 1,,8,Non-strikeable,4766,5319,5936,553,1170,13255,57192,71232
Executive Support Specialist 2,,8,Non-strikeable,5492,6128,6844,636,1352,15046,65904,82128
Facility Energy Technician 4,,8,Non-strikeable,8220,9174,10243,954,2023,21774,98640,122916
Fiscal Analyst 1,,8,Non-strikeable,6318,7056,7876,738,1558,17083,75816,94512
Fiscal Auditor 1,,8,Non-strikeable,6318,7056,7876,738,1558,17083,75816,94512
Fish and Wildlife Technical Coordinator,,8,Non-strikeable,5754,6423,7169,669,1415,15692,69048,86028
Fish and Wildlife Technician,,8,Non-strikeable,4766,5319,5936,553,1170,13255,57192,71232
Fish and Wildlife Technician Entry,,8,Non-strikeable,3959,4418,4921,459,962,11265,47508,59052
Fish and Wildlife Technician Senior,,8,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Food Service Worker,,8,Non-strikeable,3959,4418,4921,459,962,11265,47508,59052
Forest Crew Coordinator,,8,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Forest Lookout,,8,Non-strikeable,3604,4026,4493,422,889,10389,43248,53916
Forest Management Technician,,8,Non-strikeable,4547,5076,5667,529,1120,12715,54564,68004
Forest Officer,,8,Non-strikeable,6318,7056,7876,738,1558,17083,75816,94512
Governmental Auditor 3,,8,Non-strikeable,8220,9174,10243,954,2023,21774,98640,122916
Grounds Maintenance Worker 1,,8,Non-strikeable,4148,4619,5160,471,1012,11731,49776,61920
Grounds Maintenance Worker 2,,8,Non-strikeable,4766,5319,5936,553,1170,13255,57192,71232
Group Life Coordinator 1,,8,Non-strikeable,4337,4843,5408,506,1071,12197,52044,64896
Group Life Coordinator 2,,8,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Human Services Assistant 2,,8,Non-strikeable,4547,5076,5667,529,1120,12715,54564,68004
Human Services Case Manager,,8,Non-strikeable,5754,6423,7169,669,1415,15692,69048,86028
Human Services Specialist 1,,8,Non-strikeable,4337,4843,5408,506,1071,12197,52044,64896
Human Services Specialist 2,,8,Non-strikeable,4766,5319,5936,553,1170,13255,57192,71232
Human Services Specialist 3,,8,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Incident Response Operations Specialist,,8,Non-strikeable,5492,6128,6844,636,1352,15046,65904,82128
Industrial Hygienist 3,,8,Non-strikeable,8220,9174,10243,954,2023,21774,98640,122916
Information Systems Specialist 2,,8,Non-strikeable,5754,6423,7169,669,1415,15692,69048,86028
Information Systems Specialist 6,,8,Non-strikeable,8220,9174,10243,954,2023,21774,98640,122916
Information Systems Specialist 7,,8,Non-strikeable,8220,9174,10243,954,2023,21774,98640,122916
Investigator 1,,8,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Investigator 2,,8,Non-strikeable,6318,7056,7876,738,1558,17083,75816,94512
Laboratory Technician 2,,8,Non-strikeable,4766,5319,5936,553,1170,13255,57192,71232
Laborer/Student Worker,,8,Non-strikeable,3780,4216,4707,436,927,10823,45360,56484
