Position,Classification_Code,Starting step,Current monthly pay,2024 monthly pay,2025 monthly pay,2024 monthly difference (2024-current),2025 monthly difference (2025 - current),Total increase over the contract,Annual pay at current monthly pay,Annual pay at monthly pay at end of contract
Administrative Specialist 1,107,10,4776,5086,5420,310,644,"$13,280 ",57312,65040
Administrative Specialist 2,108,10,5503,5861,6245,358,742,"$15,073 ",66036,74940
Adult Protective Service Specialist,6616,10,6982,7436,7923,454,941,"$18,721 ",83784,95076
Aerial Photographer,3540,10,6664,7097,7562,433,898,"$17,936 ",79968,90744
Aircraft Pilot,8333,10,7678,8177,8713,499,1035,"$20,437 ",92136,104556
Appraiser Analyst 1,735,10,5019,5345,5695,326,676,"$13,879 ",60228,68340
Appraiser Analyst 2,736,10,6982,7436,7923,454,941,"$18,721 ",83784,95076
Appraiser Analyst 3,737,10,8057,8581,9143,524,1086,"$21,372 ",96684,109716
Appraiser Analyst 4,738,10,9293,9897,10545,604,1252,"$24,420 ",111516,126540
Apprenticeship Representative,4380,10,6350,6763,7206,413,856,"$17,162 ",76200,86472
Automotive Fleet Attendant,4417,10,4155,4425,4715,270,560,"$11,748 ",49860,56580
Automotive Technician 1,4418,10,5256,5598,5964,342,708,"$14,464 ",63072,71568
Automotive Technician 2,4419,10,6350,6763,7206,413,856,"$17,162 ",76200,86472
Behavioral Health Specialist 1,6531,10,6664,7097,7562,433,898,"$17,936 ",79968,90744
Behavioral Health Specialist 2,6534,10,7678,8177,8713,499,1035,"$20,437 ",92136,104556
Behavioral Health Specialist 3,6535,10,8450,8999,9589,549,1139,"$22,341 ",101400,115068
Biological Science Assistant,3769,10,3790,4036,4301,246,511,"$10,848 ",45480,51612
Business & Employment Specialist 2,6699,10,5771,6146,6549,375,778,"$15,734 ",69252,78588
Carpenter,4003,10,6051,6444,6866,393,815,"$16,424 ",72612,82392
Certified Occupation Therapist Assistant,6506,10,5503,5861,6245,358,742,"$15,073 ",66036,74940
Chaplain,6680,10,6664,7097,7562,433,898,"$17,936 ",79968,90744
Chemist 1,3715,10,6664,7097,7562,433,898,"$17,936 ",79968,90744
Chemist 2,3716,10,7327,7803,8314,476,987,"$19,571 ",87924,99768
Chemist 3,3717,10,8450,8999,9589,549,1139,"$22,341 ",101400,115068
Child Nutrition Specialist,5950,10,8057,8581,9143,524,1086,"$21,372 ",96684,109716
Child Support Case Manager,5139,10,5771,6146,6549,375,778,"$15,734 ",69252,78588
Child Support Case Manager Entry,5138,10,5256,5598,5964,342,708,"$14,464 ",63072,71568
Child Support Specialist,5133,10,6350,6763,7206,413,856,"$17,162 ",76200,86472
Civil Engineering Specialist 1,3136,10,6982,7436,7923,454,941,"$18,721 ",83784,95076
Civil Rights Investigator 1,5340,10,5771,6146,6549,375,778,"$15,734 ",69252,78588
Civil Rights Investigator 2,5341,10,7327,7803,8314,476,987,"$19,571 ",87924,99768
Claims Representative 1,5307,10,6051,6444,6866,393,815,"$16,424 ",72612,82392
Claims Representative 2,5308,10,6664,7097,7562,433,898,"$17,936 ",79968,90744
Client Care Surveyor,6685,10,8057,8581,9143,524,1086,"$21,372 ",96684,109716
Clinical Laboratory Scientist,6833,10,6664,7097,7562,433,898,"$17,936 ",79968,90744
Clinical Psychologist 1,6394,10,10242,10908,11622,666,1380,"$26,761 ",122904,139464
Clinical Psychologist 2,6395,10,11267,11999,12785,732,1518,"$29,289 ",135204,153420
Communicable Disease Analyst,5903,10,6051,6444,6866,393,815,"$16,424 ",72612,82392
Community Outreach Specialist,6614,10,7327,7803,8314,476,987,"$19,571 ",87924,99768
Compliance Specialist 1,5346,10,5771,6146,6549,375,778,"$15,734 ",69252,78588
Compliance Specialist 2,5347,10,6982,7436,7923,454,941,"$18,721 ",83784,95076
Compliance Specialist 3,5348,10,8450,8999,9589,549,1139,"$22,341 ",101400,115068
Construction Inspector,3365,10,7678,8177,8713,499,1035,"$20,437 ",92136,104556
Construction Project Manager 1,3367,10,7678,8177,8713,499,1035,"$20,437 ",92136,104556
Construction Project Manager 2,3368,10,8870,9447,10065,577,1195,"$23,377 ",106440,120780
Construction Project Manager 3,3369,10,10242,10908,11622,666,1380,"$26,761 ",122904,139464
Cook,9117,10,4776,5086,5420,310,644,"$13,280 ",57312,65040
Custodial Services Coordinator,4103,10,3964,4222,4498,258,534,"$11,277 ",47568,53976
Custodian,4101,10,3483,3709,3952,226,469,"$10,091 ",41796,47424
Data Entry Control Technician,1475,10,3790,4036,4301,246,511,"$10,848 ",45480,51612
Data Entry Operator,501,10,3790,4036,4301,246,511,"$10,848 ",45480,51612
Dental Assistant 2,6394,10,5503,5861,6245,358,742,"$15,073 ",66036,74940
Dental Hygienist,6396,10,8450,8999,9589,549,1139,"$22,341 ",101400,115068
Dietitian 2,6371,10,7327,7803,8314,476,987,"$19,571 ",87924,99768
Disability Analyst 1,5936,10,6350,6763,7206,413,856,"$17,162 ",76200,86472
Disability Analyst 2,5937,10,6982,7436,7923,454,941,"$18,721 ",83784,95076
Disability Analyst 2,5937,10,6982,7436,7923,454,941,"$18,721 ",83784,95076
District Veterinarian,6440,10,8450,8999,9589,549,1139,"$22,341 ",101400,115068
DOJ Claims Examiner,5933,10,6051,6444,6866,393,815,"$16,424 ",72612,82392
Dormitory Counselor 1,6767,10,4555,4851,5169,296,614,"$12,735 ",54660,62028
Dormitory Counselor 2,6768,10,5503,5861,6245,358,742,"$15,073 ",66036,74940
Economist 1,1161,10,6350,6763,7206,413,856,"$17,162 ",76200,86472
Economist 2,1163,10,7678,8177,8713,499,1035,"$20,437 ",92136,104556
Economist 3,1163,10,8870,9447,10065,577,1195,"$23,377 ",106440,120780
Economist 4,1164,10,10242,10908,11622,666,1380,"$26,761 ",122904,139464
Education Program Specialist 1,3300,10,8870,9447,10065,577,1195,"$23,377 ",106440,120780
Education Program Specialist 2,3301,10,10242,10908,11622,666,1380,"$26,761 ",122904,139464
Electrician 2,4008,10,7327,7803,8314,476,987,"$19,571 ",87924,99768
Electrician 3,4009,10,8057,8581,9143,524,1086,"$21,372 ",96684,109716
Electronic Publishing Design Specialist 1,3510,10,4776,5086,5420,310,644,"$13,280 ",57312,65040
Electronic Publishing Design Specialist 2,3511,10,6051,6444,6866,393,815,"$16,424 ",72612,82392
Electronic Publishing Design Specialist 3,3513,10,6664,7097,7562,433,898,"$17,936 ",79968,90744
Electronic Security Technician 2,4051,10,7327,7803,8314,476,987,"$19,571 ",87924,99768
Employment Adjudicator,6693,10,6350,6763,7206,413,856,"$17,162 ",76200,86472
Employment Appeals Board Legal Staff,1543,10,8450,8999,9589,549,1139,"$22,341 ",101400,115068
Engineering Technician 2,3110,10,5256,5598,5964,342,708,"$14,464 ",63072,71568
Engineering Technician 3,3111,10,5771,6146,6549,375,778,"$15,734 ",69252,78588
Environmental Engineer 2,3411,10,8870,9447,10065,577,1195,"$23,377 ",106440,120780
Environmental Engineer 3,3413,10,10242,10908,11622,666,1380,"$26,761 ",122904,139464
Environmental Health Specialist 3,3819,10,8057,8581,9143,524,1086,"$21,372 ",96684,109716
Epidemiologist 1,6316,10,7678,8177,8713,499,1035,"$20,437 ",92136,104556
Epidemiologist 2,6317,10,8870,9447,10065,577,1195,"$23,377 ",106440,120780
Epidemiologist 3,6318,10,9751,10385,11065,634,1314,"$25,550 ",117012,132780
Equipment Operator,4433,10,5771,6146,6549,375,778,"$15,734 ",69252,78588
Executive Assistant,830,10,6982,7436,7923,454,941,"$18,721 ",83784,95076
Executive Support Specialist 1,118,10,4776,5086,5420,310,644,"$13,280 ",57312,65040
Executive Support Specialist 2,119,10,5503,5861,6245,358,742,"$15,073 ",66036,74940
Facilities Engineer 1,3351,10,7678,8177,8713,499,1035,"$20,437 ",92136,104556
Facilities Engineer 3,3353,10,10242,10908,11622,666,1380,"$26,761 ",122904,139464
Facility Energy Technician 2,4033,10,6051,6444,6866,393,815,"$16,424 ",72612,82392
Facility Energy Technician 3,4034,10,7327,7803,8314,476,987,"$19,571 ",87924,99768
Facility Energy Technician 4,4035,10,8450,8999,9589,549,1139,"$22,341 ",101400,115068
Facility Maintenance Specialist,4013,10,5019,5345,5695,326,676,"$13,879 ",60228,68340
Facility Operations Specialist 1,4014,10,6664,7097,7562,433,898,"$17,936 ",79968,90744
Facility Operations Specialist 2,4015,10,7327,7803,8314,476,987,"$19,571 ",87924,99768
Financial Enforcement Officer,1547,10,9751,10385,11065,634,1314,"$25,550 ",117012,132780
Financial Examiner 1,5675,10,6664,7097,7562,433,898,"$17,936 ",79968,90744
Financial Examiner 2,5676,10,7678,8177,8713,499,1035,"$20,437 ",92136,104556
Financial Examiner 3,5677,10,8870,9447,10065,577,1195,"$23,377 ",106440,120780
Financial Investigator 1,5335,10,7327,7803,8314,476,987,"$19,571 ",87924,99768
Fiscal Analyst 1,1343,10,6350,6763,7206,413,856,"$17,162 ",76200,86472
Fiscal Analyst 2,1344,10,7678,8177,8713,499,1035,"$20,437 ",92136,104556
Fiscal Analyst 3,1345,10,8870,9447,10065,577,1195,"$23,377 ",106440,120780
Fiscal Auditor 1,5641,10,6350,6763,7206,413,856,"$17,162 ",76200,86472
Fish and Wildlife Technical Coordinator,8346,10,5771,6146,6549,375,778,"$15,734 ",69252,78588
Fish and Wildlife Technician,8341,10,4776,5086,5420,310,644,"$13,280 ",57312,65040
Fish and Wildlife Technician,8341,10,4776,5086,5420,310,644,"$13,280 ",57312,65040
Fish and Wildlife Technician Entry,8340,10,3964,4222,4498,258,534,"$11,277 ",47568,53976
Fish and Wildlife Technician Senior,8343,10,5256,5598,5964,342,708,"$14,464 ",63072,71568
Food Service Worker,9103,10,3964,4222,4498,258,534,"$11,277 ",47568,53976
Food Service Worker,9103,10,3964,4222,4498,258,534,"$11,277 ",47568,53976
Forest Crew Coordinator,8318,10,5256,5598,5964,342,708,"$14,464 ",63072,71568
Forest Lookout,8353,10,3629,3865,4118,236,489,"$10,451 ",43548,49416
Forest Management Technician,8311,10,4555,4851,5169,296,614,"$12,735 ",54660,62028
Forest Officer,8357,10,6350,6763,7206,413,856,"$17,162 ",76200,86472
Geologist 2,3531,10,7327,7803,8314,476,987,"$19,571 ",87924,99768
Governmental Auditor 1,5646,10,6664,7097,7562,433,898,"$17,936 ",79968,90744
Governmental Auditor 2,5647,10,7327,7803,8314,476,987,"$19,571 ",87924,99768
Governmental Auditor 3,5648,10,8450,8999,9589,549,1139,"$22,341 ",101400,115068
Grounds Maintenance Worker 1,4109,10,4155,4425,4715,270,560,"$11,748 ",49860,56580
Grounds Maintenance Worker 2,4110,10,4776,5086,5420,310,644,"$13,280 ",57312,65040
Grounds Maintenance Worker 2,4110,10,4776,5086,5420,310,644,"$13,280 ",57312,65040
Group Life Coordinator 1,6750,10,4356,4639,4943,283,587,"$12,244 ",52272,59316
Group Life Coordinator 2,6751,10,5256,5598,5964,342,708,"$14,464 ",63072,71568
Hairdresser,9300,10,4155,4425,4715,270,560,"$11,748 ",49860,56580
Health Care Investigator/Advisor,5911,10,7327,7803,8314,476,987,"$19,571 ",87924,99768
Health Information Specialist,15,10,5019,5345,5695,326,676,"$13,879 ",60228,68340
Heavy Equipment Technician 1,4437,10,6558,6984,7442,426,884,"$17,675 ",78696,89304
Heavy Equipment Technician 2,4438,10,7317,7793,8303,476,986,"$19,547 ",87804,99636
Human Services Assistant 2,6606,10,4555,4851,5169,296,614,"$12,735 ",54660,62028
Human Services Case Manager,6630,10,5771,6146,6549,375,778,"$15,734 ",69252,78588
Human Services Specialist 1,6657,10,4356,4639,4943,283,587,"$12,244 ",52272,59316
Human Services Specialist 2,6658,10,4776,5086,5420,310,644,"$13,280 ",57312,65040
Human Services Specialist 3,6659,10,5256,5598,5964,342,708,"$14,464 ",63072,71568
Human Services Specialist 4,6660,10,6051,6444,6866,393,815,"$16,424 ",72612,82392
Incident Response Operations Specialist,4165,10,5503,5861,6245,358,742,"$15,073 ",66036,74940
Industrial Hygienist 2,5706,10,7678,8177,8713,499,1035,"$20,437 ",92136,104556
Industrial Hygienist 3,5707,10,8450,8999,9589,549,1139,"$22,341 ",101400,115068
Industrial Hygienist 4,5708,10,9293,9897,10545,604,1252,"$24,420 ",111516,126540
Information Systems Specialist 2,1483,10,5771,6146,6549,375,778,"$15,734 ",69252,78588
Information Systems Specialist 3,1483,10,6664,7097,7562,433,898,"$17,936 ",79968,90744
Information Systems Specialist 4,1484,10,6982,7436,7923,454,941,"$18,721 ",83784,95076
Information Systems Specialist 5,1485,10,8057,8581,9143,524,1086,"$21,372 ",96684,109716
Information Systems Specialist 6,1486,10,8450,8999,9589,549,1139,"$22,341 ",101400,115068
Information Systems Specialist 7,1487,10,8450,8999,9589,549,1139,"$22,341 ",101400,115068
Information Systems Specialist 8,1488,10,9293,9897,10545,604,1252,"$24,420 ",111516,126540
Institution Registered Nurse,6314,10,10254,10921,11636,667,1382,"$26,791 ",123048,139632
Insurance Examiner,5748,10,8870,9447,10065,577,1195,"$23,377 ",106440,120780
Insurance Examiner Entry,5747,10,7327,7803,8314,476,987,"$19,571 ",87924,99768
Investigator 1,5331,10,5256,5598,5964,342,708,"$14,464 ",63072,71568
Investigator 2,5333,10,6350,6763,7206,413,856,"$17,162 ",76200,86472
Investigator 3,5333,10,7327,7803,8314,476,987,"$19,571 ",87924,99768
Investment Analyst 1,1333,10,7678,8177,8713,499,1035,"$20,437 ",92136,104556
Investment Analyst 2,1333,10,8870,9447,10065,577,1195,"$23,377 ",106440,120780
Investment Analyst 3,1334,10,10242,10908,11622,666,1380,"$26,761 ",122904,139464
Juvenile Probation/Social Services Officer/Juvenile Correction Counselor,6633,10,6664,7097,7562,433,898,"$17,936 ",79968,90744
Laboratory Technician 2,6811,10,4776,5086,5420,310,644,"$13,280 ",57312,65040
Laborer/Student Worker,4116,10,3790,4036,4301,246,511,"$10,848 ",45480,51612
Legal Secretary,110,10,5019,5345,5695,326,676,"$13,879 ",60228,68340
Librarian,3330,10,7327,7803,8314,476,987,"$19,571 ",87924,99768
Licensed Practical Nurse,6135,10,6298,6707,7147,409,849,"$17,034 ",75576,85764
Livestock Brand Inspector,5430,10,4356,4639,4943,283,587,"$12,244 ",52272,59316
Loan Specialist 1,1001,10,6350,6763,7206,413,856,"$17,162 ",76200,86472
Loan Specialist 2,1003,10,7678,8177,8713,499,1035,"$20,437 ",92136,104556
Loan Specialist 3,1003,10,8870,9447,10065,577,1195,"$23,377 ",106440,120780
Machinist,4018,10,7327,7803,8314,476,987,"$19,571 ",87924,99768
Mail Delivery Driver,4404,10,4356,4639,4943,283,587,"$12,244 ",52272,59316
Mail Equipment Operator 1,403,10,3790,4036,4301,246,511,"$10,848 ",45480,51612
Mail Equipment Operator 2,404,10,4356,4639,4943,283,587,"$12,244 ",52272,59316
Mail Services Assistant,405,10,3964,4222,4498,258,534,"$11,277 ",47568,53976
Manual Arts Instructor,3304,10,4776,5086,5420,310,644,"$13,280 ",57312,65040
Medical Consultant,7538,10,13662,14550,15503,888,1841,"$35,196 ",163944,186036
Medical Laboratory Technician 1,6830,10,5019,5345,5695,326,676,"$13,879 ",60228,68340
Medical Laboratory Technician 2,6831,10,5503,5861,6245,358,742,"$15,073 ",66036,74940
Medical Review Coordinator,6310,10,10254,10921,11636,667,1382,"$26,791 ",123048,139632
Mental Health Security Technician,6708,10,4776,5086,5420,310,644,"$13,280 ",57312,65040
Mental Health Therapist 1,6711,10,4776,5086,5420,310,644,"$13,280 ",57312,65040
Mental Health Therapist 2,6713,10,5256,5598,5964,342,708,"$14,464 ",63072,71568
Mental Health Therapy Coordinator,6718,10,5256,5598,5964,342,708,"$14,464 ",63072,71568
Mental Health Therapy Technician,6710,10,4356,4639,4943,283,587,"$12,244 ",52272,59316
Mental Health Therapy Technician,6710,10,4356,4639,4943,283,587,"$12,244 ",52272,59316
Microbiologist 1,3779,10,6350,6763,7206,413,856,"$17,162 ",76200,86472
Microbiologist 2,3780,10,6982,7436,7923,454,941,"$18,721 ",83784,95076
Microbiologist 3,3781,10,8057,8581,9143,524,1086,"$21,372 ",96684,109716
Motor Carrier Enforcement Officer 1,5857,10,5771,6146,6549,375,778,"$15,734 ",69252,78588
Motor Carrier Enforcement Officer 2,5858,10,6664,7097,7562,433,898,"$17,936 ",79968,90744
Natural Resource Specialist 1,8501,10,5771,6146,6549,375,778,"$15,734 ",69252,78588
Natural Resource Specialist 2,8503,10,6664,7097,7562,433,898,"$17,936 ",79968,90744
Natural Resource Specialist 3,8503,10,7678,8177,8713,499,1035,"$20,437 ",92136,104556
Natural Resource Specialist 4,8504,10,8870,9447,10065,577,1195,"$23,377 ",106440,120780
Natural Resource Specialist 5,8505,10,9751,10385,11065,634,1314,"$25,550 ",117012,132780
Nutrition Consultant,5955,10,8450,8999,9589,549,1139,"$22,341 ",101400,115068
Occupational Safety Specialist 1,5709,10,6051,6444,6866,393,815,"$16,424 ",72612,82392
Occupational Safety Specialist 2,5710,10,7678,8177,8713,499,1035,"$20,437 ",92136,104556
Occupational Safety Specialist 3,5711,10,8450,8999,9589,549,1139,"$22,341 ",101400,115068
Occupational Therapist,6508,10,9751,10385,11065,634,1314,"$25,550 ",117012,132780
Office Assistant 1,101,10,3218,3427,3652,209,434,"$9,437 ",38616,43824
Office Assistant 2,103,10,3483,3709,3952,226,469,"$10,091 ",41796,47424
Office Coordinator,801,10,4356,4639,4943,283,587,"$12,244 ",52272,59316
Office Specialist 1,103,10,3964,4222,4498,258,534,"$11,277 ",47568,53976
Office Specialist 2,104,10,4356,4639,4943,283,587,"$12,244 ",52272,59316
Operations & Policy Analyst 1,870,10,6350,6763,7206,413,856,"$17,162 ",76200,86472
Operations & Policy Analyst 2,871,10,7678,8177,8713,499,1035,"$20,437 ",92136,104556
Operations & Policy Analyst 3,873,10,8870,9447,10065,577,1195,"$23,377 ",106440,120780
Operations & Policy Analyst 4,873,10,9751,10385,11065,634,1314,"$25,550 ",117012,132780
Painter,4001,10,6051,6444,6866,393,815,"$16,424 ",72612,82392
Paralegal,1534,10,7327,7803,8314,476,987,"$19,571 ",87924,99768
Park Ranger 1,8434,10,5007,5332,5682,325,675,"$13,849 ",60084,68184
Park Ranger 2,8435,10,5503,5861,6245,358,742,"$15,073 ",66036,74940
Park Ranger 3,8436,10,6051,6444,6866,393,815,"$16,424 ",72612,82392
Park Ranger Assistant,8433,10,3790,4036,4301,246,511,"$10,848 ",45480,51612
Park Specialist,8445,10,4776,5086,5420,310,644,"$13,280 ",57312,65040
Parking Services Representative,5550,10,4155,4425,4715,270,560,"$11,748 ",49860,56580
Parts Specialist 2,783,10,5503,5861,6245,358,742,"$15,073 ",66036,74940
Payroll Analyst,314,10,5771,6146,6549,375,778,"$15,734 ",69252,78588
Pharmacist,6360,10,13662,14550,15503,888,1841,"$35,196 ",163944,186036
Pharmacist 2,6363,10,15046,16024,17074,978,2028,"$38,610 ",180552,204888
Pharmacist Resident,6361,10,6350,6763,7206,413,856,"$17,162 ",76200,86472
Pharmacy Clerk & Technician 2,6388,10,4555,4851,5169,296,614,"$12,735 ",54660,62028
Pharmacy Clerk & Technician 3,6389,10,4776,5086,5420,310,644,"$13,280 ",57312,65040
Physical Therapist,6503,10,9293,9897,10545,604,1252,"$24,420 ",111516,126540
Physical/Electronic Security Technician,4037,10,5503,5861,6245,358,742,"$15,073 ",66036,74940
Physical/Electronic Security Technician 3,4039,10,6664,7097,7562,433,898,"$17,936 ",79968,90744
Physician's Assistant,6357,10,10242,10908,11622,666,1380,"$26,761 ",122904,139464
Planner 2,1097,10,7678,8177,8713,499,1035,"$20,437 ",92136,104556
Plumber,4005,10,6664,7097,7562,433,898,"$17,936 ",79968,90744
Preadmissions Screening Specialist,6684,10,6664,7097,7562,433,898,"$17,936 ",79968,90744
Print Services Technician,3446,10,4555,4851,5169,296,614,"$12,735 ",54660,62028
Printing Production Coordinator,3475,10,6350,6763,7206,413,856,"$17,162 ",76200,86472
Procurement & Contract Specialist 1,436,10,6350,6763,7206,413,856,"$17,162 ",76200,86472
Procurement & Contract Specialist 2,437,10,7678,8177,8713,499,1035,"$20,437 ",92136,104556
Procurement & Contract Specialist 3,438,10,8450,8999,9589,549,1139,"$22,341 ",101400,115068
Procurement And Contract Assistant,435,10,5256,5598,5964,342,708,"$14,464 ",63072,71568
Program Analyst 1,860,10,6350,6763,7206,413,856,"$17,162 ",76200,86472
Program Analyst 2,861,10,7678,8177,8713,499,1035,"$20,437 ",92136,104556
Program Analyst 3,863,10,8450,8999,9589,549,1139,"$22,341 ",101400,115068
Program Analyst 4,863,10,9293,9897,10545,604,1252,"$24,420 ",111516,126540
Project Manager 1,854,10,7678,8177,8713,499,1035,"$20,437 ",92136,104556
Project Manager 2,855,10,8870,9447,10065,577,1195,"$23,377 ",106440,120780
Project Manager 3,856,10,9751,10385,11065,634,1314,"$25,550 ",117012,132780
Psychiatric Social Worker,6730,10,8450,8999,9589,549,1139,"$22,341 ",101400,115068
Public Affairs Specialist 1,864,10,6982,7436,7923,454,941,"$18,721 ",83784,95076
Public Affairs Specialist 2,865,10,8450,8999,9589,549,1139,"$22,341 ",101400,115068
Public Affairs Specialist 3,866,10,9293,9897,10545,604,1252,"$24,420 ",111516,126540
Public Health Educator 1,3337,10,6664,7097,7562,433,898,"$17,936 ",79968,90744
Public Health Educator 2,3338,10,7327,7803,8314,476,987,"$19,571 ",87924,99768
Public Health Nurse 2,6339,10,10254,10921,11636,667,1382,"$26,791 ",123048,139632
Public Health Toxicologist 1,3433,10,8450,8999,9589,549,1139,"$22,341 ",101400,115068
Public Service Representative 2,333,10,3964,4222,4498,258,534,"$11,277 ",47568,53976
Public Service Representative 3,333,10,4356,4639,4943,283,587,"$12,244 ",52272,59316
Public Service Representative 4,334,10,5503,5861,6245,358,742,"$15,073 ",66036,74940
Radiologic Technologist,6348,10,6982,7436,7923,454,941,"$18,721 ",83784,95076
Rehabilitation Instructor For The Blind,3333,10,6350,6763,7206,413,856,"$17,162 ",76200,86472
Rehabilitation Instructor For The Blind (Entry),3333,10,5771,6146,6549,375,778,"$15,734 ",69252,78588
Rehabilitation Therapist,6531,10,6664,7097,7562,433,898,"$17,936 ",79968,90744
Research Analyst 1,1115,10,5256,5598,5964,342,708,"$14,464 ",63072,71568
Research Analyst 2,1116,10,6350,6763,7206,413,856,"$17,162 ",76200,86472
Research Analyst 3,1117,10,7327,7803,8314,476,987,"$19,571 ",87924,99768
Research Analyst 4,1118,10,8870,9447,10065,577,1195,"$23,377 ",106440,120780
Retirement Counselor 1,841,10,5503,5861,6245,358,742,"$15,073 ",66036,74940
Retirement Counselor 2,843,10,6051,6444,6866,393,815,"$16,424 ",72612,82392
Revenue Agent 1,5110,10,4776,5086,5420,310,644,"$13,280 ",57312,65040
Revenue Agent 2,5111,10,5256,5598,5964,342,708,"$14,464 ",63072,71568
Revenue Agent 3,5113,10,5771,6146,6549,375,778,"$15,734 ",69252,78588
Safety Specialist 1,1345,10,6350,6763,7206,413,856,"$17,162 ",76200,86472
Safety Specialist 2,1346,10,7678,8177,8713,499,1035,"$20,437 ",92136,104556
Scientific Instrument Technician,4339,10,5771,6146,6549,375,778,"$15,734 ",69252,78588
Seamster,9301,10,4356,4639,4943,283,587,"$12,244 ",52272,59316
Securities Examiner,5671,10,8870,9447,10065,577,1195,"$23,377 ",106440,120780
Shipping Point Inspector 1,5450,10,4356,4639,4943,283,587,"$12,244 ",52272,59316
Shipping Point Inspector 2,5451,10,4776,5086,5420,310,644,"$13,280 ",57312,65040
Sign Technician 1,4131,10,5256,5598,5964,342,708,"$14,464 ",63072,71568
Social Service Assistant,6609,10,4776,5086,5420,310,644,"$13,280 ",57312,65040
Social Service Specialist 1,6613,10,6982,7436,7923,454,941,"$18,721 ",83784,95076
Social Services Specialist 2,6613,10,7678,8177,8713,499,1035,"$20,437 ",92136,104556
State Library Specialist 1,351,10,3790,4036,4301,246,511,"$10,848 ",45480,51612
State Library Specialist 2,353,10,5019,5345,5695,326,676,"$13,879 ",60228,68340
State Procurement Analyst,770,10,8870,9447,10065,577,1195,"$23,377 ",106440,120780
Student Office Worker,100,10,3095,4036,4301,941,1206,"$9,134 ",37140,51612
Supply Specialist 1,758,10,4155,4425,4715,270,560,"$11,748 ",49860,56580
Supply Specialist 2,759,10,5503,5861,6245,358,742,"$15,073 ",66036,74940
Tax Auditor 1,5631,10,6982,7436,7923,454,941,"$18,721 ",83784,95076
Tax Auditor 2,5633,10,8057,8581,9143,524,1086,"$21,372 ",96684,109716
Tax Auditor/Entry,5630,10,5503,5861,6245,358,742,"$15,073 ",66036,74940
Teaching Assistant,3303,10,4356,4639,4943,283,587,"$12,244 ",52272,59316
Traffic Survey Interviewer,1105,10,3218,3427,3652,209,434,"$9,437 ",38616,43824
Training & Development Specialist 1,1338,10,6350,6763,7206,413,856,"$17,162 ",76200,86472
Training & Development Specialist 2,1339,10,7678,8177,8713,499,1035,"$20,437 ",92136,104556
Transportation Maintenance Coordinator 1,4161,10,5771,6146,6549,375,778,"$15,734 ",69252,78588
Transportation Maintenance Coordinator 2,4163,10,6051,6444,6866,393,815,"$16,424 ",72612,82392
Transportation Maintenance Specialist 1,4151,10,4776,5086,5420,310,644,"$13,280 ",57312,65040
Transportation Maintenance Specialist 2,4153,10,5256,5598,5964,342,708,"$14,464 ",63072,71568
Transportation Maintenance Specialist Entry,4150,10,4155,4425,4715,270,560,"$11,748 ",49860,56580
Transportation Services Office Leader,333,10,5771,6146,6549,375,778,"$15,734 ",69252,78588
Transportation Services Representative 1,331,10,4776,5086,5420,310,644,"$13,280 ",57312,65040
Transportation Services Representative 2,333,10,5256,5598,5964,342,708,"$14,464 ",63072,71568
Transportation Telecommunications Specialist 1,4166,10,5503,5861,6245,358,742,"$15,073 ",66036,74940
Transportation Telecommunications Specialist 2,4167,10,6051,6444,6866,393,815,"$16,424 ",72612,82392
Transporter,4403,10,3629,3865,4118,236,489,"$10,451 ",43548,49416
Transporting Mental Health Aide,6101,10,4776,5086,5420,310,644,"$13,280 ",57312,65040
Truck Driver 1,4401,10,4776,5086,5420,310,644,"$13,280 ",57312,65040
Truck Driver 2,4403,10,5503,5861,6245,358,742,"$15,073 ",66036,74940
Veterans Service Officer,799,10,6350,6763,7206,413,856,"$17,162 ",76200,86472
Veterans Trust Officer,784,10,6350,6763,7206,413,856,"$17,162 ",76200,86472
Video Producer,3176,10,8057,8581,9143,524,1086,"$21,372 ",96684,109716
Vocational Rehabilitation Counselor,6647,10,6982,7436,7923,454,941,"$18,721 ",83784,95076
Vocational Rehabilitation Counselor Entry,6646,10,5503,5861,6245,358,742,"$15,073 ",66036,74940
Vocational Rehabilitation Specialist,6648,10,7327,7803,8314,476,987,"$19,571 ",87924,99768
Water Resource Data Technician 1,8510,10,5256,5598,5964,342,708,"$14,464 ",63072,71568
Water Resource Data Technician 2,8511,10,5771,6146,6549,375,778,"$15,734 ",69252,78588
Wildland Fire Dispatcher,8364,10,4356,4639,4943,283,587,"$12,244 ",52272,59316
Wildland Fire Dispatcher Entry,8363,10,3629,3865,4118,236,489,"$10,451 ",43548,49416
Wildland Fire Suppression Specialist,8355,10,4776,5086,5420,310,644,"$13,280 ",57312,65040
Wildland Fire Suppression Specialist Entry,8354,10,3964,4222,4498,258,534,"$11,277 ",47568,53976
Word Processing Technician 2,531,10,4155,4425,4715,270,560,"$11,748 ",49860,56580
Word Processing Technician 3,533,10,4555,4851,5169,296,614,"$12,735 ",54660,62028
Youth Corrections Unit Coordinator,6755,10,6350,6763,7206,413,856,"$17,162 ",76200,86472
Transportation Telecommunications Specialist 2,4167,1,3964,4930,966,24.37%,"$11,277 ","$47,568 ","$59,160 ","$11,592 "
Transportation Telecommunications Specialist 2,4167,2,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
